      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      0.00
      0.00      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      0.00
      0.00      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91      3.91
